==== HBASE-21507 ====
0	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/AdminOverAsyncAdmin.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
2	False	hbase-balancer/src/main/java/org/apache/hadoop/hbase/master/balancer/ClusterLoadState.java
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/Admin.java
4	False	hbase-shell/src/main/ruby/shell/commands/compact_rs.rb
==== HBASE-22681 ====
0	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/ClassSize.java
1	False	hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsUserSourceImpl.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsUserAggregateImpl.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/SecureAsyncProtobufLogWriter.java
4	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/RowColBloomHashKey.java
==== HBASE-22684 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/CompactSplit.java
1	True	hbase-client/src/main/java/org/apache/hadoop/hbase/client/TableDescriptorBuilder.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
4	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/Increment.java
==== HBASE-22686 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/util/FSRegionScanner.java
1	False	hbase-protocol-shaded/src/main/protobuf/client/Comparator.proto
2	False	hbase-backup/src/main/java/org/apache/hadoop/hbase/backup/BackupObserver.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/RegionServerTracker.java
==== HBASE-22700 ====
0	False	hbase-protocol-shaded/src/main/protobuf/client/Comparator.proto
1	False	hbase-replication/src/main/java/org/apache/hadoop/hbase/replication/ReplicationPeerImpl.java
2	False	hbase-http/src/main/java/org/apache/hadoop/hbase/http/log/LogLevel.java
3	False	hbase-zookeeper/pom.xml
4	True	bin/local-master-backup.sh
==== HBASE-22710 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/coprocessor/MultiRowMutationEndpoint.java
1	False	hbase-thrift/src/main/java/org/apache/hadoop/hbase/thrift/generated/TAppend.java
2	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/backoff/ClientBackoffPolicyFactory.java
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/TableNotEnabledException.java
4	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/TableMapReduceUtil.java
==== HBASE-22714 ====
0	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/RowResultGenerator.java
1	False	hbase-backup/src/main/java/org/apache/hadoop/hbase/backup/impl/RestoreTablesClient.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/wal/FSHLogProvider.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
==== HBASE-22715 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/io/HalfStoreFileReader.java
1	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncRpcRetryingCaller.java
2	False	hbase-backup/src/main/java/org/apache/hadoop/hbase/backup/impl/IncrementalTableBackupClient.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/SimpleRpcScheduler.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/wal/FSHLogProvider.java
==== HBASE-22722 ====
0	False	hbase-client/src/main/java/org/apache/hadoop/hbase/ipc/CoprocessorRpcUtils.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/namespace/NamespaceStateManager.java
2	False	hbase-client/src/main/java/org/apache/hadoop/hbase/quotas/QuotaRetriever.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/Store.java
==== HBASE-22735 ====
0	True	hbase-shell/src/main/ruby/shell/commands/describe_namespace.rb
1	False	hbase-shell/src/main/ruby/shell/commands.rb
2	False	hbase-shell/src/main/ruby/shell/commands/describe.rb
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/security/NettyHBaseSaslRpcClientHandler.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/RpcServer.java
==== HBASE-22738 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HStore.java
4	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/WALPlayer.java
==== HBASE-22739 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
1	True	hbase-http/pom.xml
2	False	hbase-zookeeper/src/main/java/org/apache/hadoop/hbase/zookeeper/MiniZooKeeperCluster.java
3	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapred/TableRecordReaderImpl.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/io/HFileLink.java
==== HBASE-22751 ====
0	False	hbase-common/src/main/java/org/apache/hadoop/hbase/CellBuilderFactory.java
1	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/ImportTsv.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/quotas/TableSpaceQuotaSnapshotNotifier.java
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncTable.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/CallRunner.java
==== HBASE-22758 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/master/locking/LockManager.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/replication/master/ReplicationLogCleaner.java
2	True	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/client/Client.java
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/RegionInfoDisplay.java
4	False	hbase-common/src/main/java/org/apache/hadoop/hbase/TableName.java
==== HBASE-22767 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotInfo.java
1	False	hbase-endpoint/src/main/java/org/apache/hadoop/hbase/coprocessor/Export.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
4	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/ScannerResultGenerator.java
==== HBASE-22778 ====
0	False	hbase-thrift/src/main/java/org/apache/hadoop/hbase/thrift2/generated/TThriftServerType.java
1	False	hbase-thrift/src/main/java/org/apache/hadoop/hbase/thrift2/generated/TCompressionAlgorithm.java
2	False	hbase-thrift/src/main/java/org/apache/hadoop/hbase/thrift2/generated/TCompareOperator.java
3	False	hbase-thrift/src/main/java/org/apache/hadoop/hbase/thrift2/generated/TReadType.java
4	False	hbase-thrift/src/main/java/org/apache/hadoop/hbase/thrift2/generated/TTableDescriptor.java
==== HBASE-22779 ====
0	False	hbase-server/src/main/resources/hbase-webapps/master/table.jsp
1	True	hbase-shell/src/main/ruby/hbase/table.rb
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/RegionSplitCalculator.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMasterCommandLine.java
4	False	hbase-shell/src/main/ruby/shell/commands/describe.rb
==== HBASE-22793 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/CallRunner.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/RpcServer.java
2	False	hbase-metrics-api/src/main/java/org/apache/hadoop/hbase/metrics/Timer.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/NettyServerCall.java
4	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncBufferedMutatorImpl.java
==== HBASE-22801 ====
0	False	hbase-server/pom.xml
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/AbstractMemStore.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
==== HBASE-22806 ====
0	False	hbase-client/src/main/java/org/apache/hadoop/hbase/filter/SingleColumnValueFilter.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/MemStoreFlusher.java
2	False	hbase-hadoop-compat/src/main/java/org/apache/hadoop/metrics2/lib/DynamicMetricsRegistry.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/ReopenTableRegionsProcedure.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HStore.java
==== HBASE-22838 ====
0	True	hbase-hbtop/pom.xml
1	False	hbase-server/pom.xml
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/AbstractMemStore.java
3	False	pom.xml
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/HFilePrettyPrinter.java
==== HBASE-22852 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java
4	False	hbase-zookeeper/src/main/java/org/apache/hadoop/hbase/zookeeper/ZKWatcher.java
==== HBASE-22856 ====
0	False	dev-support/Jenkinsfile
1	False	hbase-metrics-api/src/main/java/org/apache/hadoop/hbase/metrics/Metric.java
2	False	hbase-server/pom.xml
3	False	bin/local-master-backup.sh
4	False	dev-support/Jenkinsfile_GitHub
==== HBASE-22860 ====
0	False	hbase-balancer/src/main/java/org/apache/hadoop/hbase/master/balancer/ClusterLoadState.java
1	True	hbase-server/src/main/resources/hbase-webapps/master/zk.jsp
2	False	hbase-rest/pom.xml
3	False	hbase-http/src/main/java/org/apache/hadoop/hbase/http/ClickjackingPreventionFilter.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/rsgroup/RSGroupAdminEndpoint.java
==== HBASE-22863 ====
0	True	hbase-server/pom.xml
1	True	pom.xml
2	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/ReaderBase.java
3	True	hbase-shaded/hbase-shaded-mapreduce/pom.xml
4	True	hbase-shaded/hbase-shaded-client-byo-hadoop/pom.xml
==== HBASE-22867 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java
4	False	hbase-zookeeper/src/main/java/org/apache/hadoop/hbase/zookeeper/MiniZooKeeperCluster.java
==== HBASE-22870 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/LogRoller.java
==== HBASE-22875 ====
0	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/ClassSize.java
1	False	hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsUserSourceImpl.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsUserAggregateImpl.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/SecureAsyncProtobufLogWriter.java
4	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/RowColBloomHashKey.java
==== HBASE-22879 ====
0	False	hbase-client/src/main/java/org/apache/hadoop/hbase/security/access/TablePermission.java
1	False	hbase-client/src/main/java/org/apache/hadoop/hbase/security/NettyHBaseSaslRpcClientHandler.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/TableNamespaceManager.java
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/security/SaslUtil.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/ModifyTableProcedure.java
==== HBASE-22881 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/FSHLog.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java
4	True	hbase-client/src/main/java/org/apache/hadoop/hbase/client/RegionInfoBuilder.java
==== HBASE-22882 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
3	False	hbase-server/pom.xml
4	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/ClusterStatusListener.java
==== HBASE-22887 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/replication/regionserver/RegionReplicaReplicationEndpoint.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/backup/example/HFileArchiveTableMonitor.java
2	False	hbase-client/src/main/java/org/apache/hadoop/hbase/filter/ColumnPrefixFilter.java
3	False	hbase-common/src/main/java/org/apache/hadoop/hbase/codec/CodecException.java
4	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/NamespacesInstanceResource.java
==== HBASE-22903 ====
0	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/AdminOverAsyncAdmin.java
1	True	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
2	False	hbase-backup/src/main/java/org/apache/hadoop/hbase/backup/impl/BackupException.java
3	False	hbase-rest/pom.xml
4	True	hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotInfo.java
==== HBASE-22904 ====
0	False	hbase-mapreduce/pom.xml
1	True	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/ScannerResultGenerator.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/GCMergedRegionsProcedure.java
==== HBASE-22922 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/util/RegionSplitCalculator.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMasterCommandLine.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/io/util/MemorySizeUtil.java
3	False	hbase-procedure/src/main/java/org/apache/hadoop/hbase/procedure2/RootProcedureState.java
4	False	hbase-client/src/main/java/org/apache/hadoop/hbase/security/access/ShadedAccessControlUtil.java
==== HBASE-22928 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/StripeMultiFileWriter.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/RestoreSnapshotHelper.java
2	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/MetricsREST.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/DelimitedKeyPrefixRegionSplitPolicy.java
4	False	hbase-client/src/main/java/org/apache/hadoop/hbase/exceptions/ScannerResetException.java
==== HBASE-22929 ====
0	False	hbase-common/src/main/java/org/apache/hadoop/hbase/io/compress/Compression.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/quotas/SpaceQuotaRefresherChore.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
4	False	hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsRegionServerWrapper.java
==== HBASE-22935 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/RpcServer.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/monitoring/TaskMonitor.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/cleaner/BaseLogCleanerDelegate.java
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncRpcRetryingCaller.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/CallRunner.java
==== HBASE-22941 ====
0	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/client/Client.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/RegionSplitCalculator.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
4	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/SyncTable.java
==== HBASE-22943 ====
0	False	hbase-common/src/main/java/org/apache/hadoop/hbase/AuthUtil.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/replication/regionserver/Replication.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/CallRunner.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/RpcServer.java
==== HBASE-22944 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/security/visibility/FeedUserAuthScanLabelGenerator.java
1	False	hbase-common/src/main/java/org/apache/hadoop/hbase/JitterScheduledThreadPoolExecutorImpl.java
2	False	hbase-mapreduce/pom.xml
