==== HIVE-21344 ====
3	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/primitive/AbstractPrimitiveJavaObjectInspector.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/StatsOptimizer.java
==== HIVE-22209 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/metadata/HiveMaterializedViewsRegistry.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/PlanModifierForASTConv.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
3	True	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
4	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
==== HIVE-22210 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/Driver.java
1	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/MetastoreDirectSqlUtils.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java
3	False	cli/src/java/org/apache/hadoop/hive/cli/CliDriver.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/parse/spark/GenSparkUtils.java
==== HIVE-22213 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/exec/spark/status/SparkJobMonitor.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/hooks/WriteEntity.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
3	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/parser/ExpressionTree.java
4	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
==== HIVE-22219 ====
0	True	bin/ext/llapstatus.sh
1	False	service/src/resources/hive-webapps/static/js/json.human.js
2	False	ql/src/java/org/apache/hadoop/hive/ql/parse/repl/dump/io/TableSerializer.java
3	False	llap-server/src/java/org/apache/hadoop/hive/llap/cli/status/LlapStatusServiceDriver.java
4	False	llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/ContainerRunnerImpl.java
==== HIVE-22227 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFSQCountCheck.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveRelFieldTrimmer.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcStruct.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/plan/ExprNodeDescUtils.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/SortedDynPartitionOptimizer.java
==== HIVE-22231 ====
0	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/TableStatsRequest.java
1	False	jdbc/src/java/org/apache/hive/jdbc/HttpBasicAuthInterceptor.java
2	False	service-rpc/src/gen/thrift/gen-javabean/org/apache/hive/service/rpc/thrift/TByteColumn.java
3	False	pom.xml
4	False	common/src/java/org/apache/hadoop/hive/common/metrics/common/MetricsVariable.java
==== HIVE-22232 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/ASTBuilder.java
1	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/PlanModifierForASTConv.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFCase.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/Driver.java
==== HIVE-22234 ====
0	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/HiveAlterHandler.java
1	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
2	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/UnknownPartitionException.java
3	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/PartitionValuesResponse.java
4	True	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/parser/ExpressionTree.java
==== HIVE-22236 ====
0	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/PlanModifierForASTConv.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/parse/QBMetaData.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/Driver.java
4	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/parser/ExpressionTree.java
==== HIVE-22238 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/optimizer/stats/annotation/StatsRulesProcFactory.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/reloperators/HiveAggregate.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/MemoryDecider.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/exec/MapJoinOperator.java
4	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java
==== HIVE-22240 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFPercentileCont.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/GenMRSkewJoinProcessor.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPMod.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezContext.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/ddl/table/info/show/tables/ShowTablesDesc.java
==== HIVE-22243 ====
0	False	pom.xml
1	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
2	False	standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/metastore/utils/StringUtils.java
3	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/parser/ExpressionTree.java
4	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/Schema.java
==== HIVE-22244 ====
0	False	service/src/java/org/apache/hive/service/server/HiveServer2.java
1	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
2	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
3	False	llap-client/src/java/org/apache/hadoop/hive/registry/ServiceInstance.java
4	False	service/src/java/org/apache/hive/service/server/HS2ActivePassiveHARegistry.java
==== HIVE-22246 ====
0	False	beeline/src/java/org/apache/hive/beeline/BeeLine.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/BucketMapJoinOptimizer.java
2	False	beeline/src/main/resources/BeeLine.properties
3	False	beeline/src/java/org/apache/hive/beeline/Commands.java
4	False	service-rpc/src/gen/thrift/gen-javabean/org/apache/hive/service/rpc/thrift/TByteColumn.java
==== HIVE-22248 ====
0	False	serde/src/java/org/apache/hadoop/hive/serde2/JsonSerDe.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/VectorUDFUnixTimeStampTimestamp.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/parse/ReplicationSpec.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/io/parquet/convert/HiveSchemaConverter.java
4	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/UnknownPartitionException.java
==== HIVE-22250 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/ListIndexColColumn.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/WindowFunctionInfo.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/exec/FunctionRegistry.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/exec/PartitionKeySampler.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcFileKeyWrapper.java
==== HIVE-22252 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/CastStringToDecimal.java
1	True	ql/src/java/org/apache/hadoop/hive/ql/plan/BaseWork.java
2	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/tools/schematool/HiveSchemaHelper.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/plan/MergeJoinWork.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HivePartitionPruneRule.java
==== HIVE-22269 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/stats/annotation/StatsRulesProcFactory.java
1	True	ql/src/java/org/apache/hadoop/hive/ql/optimizer/SortedDynPartitionOptimizer.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/MemoryDecider.java
3	False	accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/mr/package-info.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/Optimizer.java
==== HIVE-22273 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/Driver.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/session/OperationLog.java
2	False	service/src/java/org/apache/hive/service/cli/operation/SQLOperation.java
3	False	service/src/java/org/apache/hive/service/cli/session/SessionManager.java
4	True	ql/src/java/org/apache/hadoop/hive/ql/plan/FileSinkDesc.java
==== HIVE-22275 ====
0	True	data/conf/hive-site.xml
1	False	service/src/java/org/apache/hive/service/server/HiveServer2.java
2	False	service-rpc/pom.xml
3	False	service/src/java/org/apache/hive/service/cli/operation/SQLOperation.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/session/OperationLog.java
==== HIVE-22281 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/parse/QBMetaData.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/ColumnStatsUpdateTask.java
2	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFCase.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/exec/persistence/RowContainer.java
==== HIVE-22290 ====
0	True	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/parser/ExpressionTree.java
1	False	hcatalog/webhcat/java-client/src/main/java/org/apache/hive/hcatalog/api/repl/commands/ImportCommand.java
2	False	standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/metastore/utils/StringUtils.java
3	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFContextNGrams.java
==== HIVE-22301 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/lineage/LineageCtx.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/Driver.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/plan/MoveWork.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/io/merge/MergeFileTask.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/hooks/EnforceReadOnlyTables.java
==== HIVE-22311 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFUtils.java
1	True	ql/src/java/org/apache/hadoop/hive/ql/optimizer/stats/annotation/StatsRulesProcFactory.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/io/orc/RecordReaderImpl.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/exec/Utilities.java
4	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/primitive/WritableConstantDateObjectInspector.java
==== HIVE-22313 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMapRedUtils.java
1	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/WriteEventInfo.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/hooks/NoOperatorReuseCheckerHook.java
3	False	streaming/src/java/org/apache/hive/streaming/PartitionInfo.java
4	False	metastore/src/java/org/apache/hadoop/hive/metastore/HiveClientCache.java
==== HIVE-22315 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/SelectColumnIsFalse.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/VectorUDFTimestampFieldTimestamp.java
2	False	storage-api/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorizedRowBatch.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/NullUtil.java
4	False	storage-api/src/java/org/apache/hadoop/hive/ql/exec/vector/LongColumnVector.java
==== HIVE-22317 ====
0	False	beeline/src/java/org/apache/hive/beeline/BeeLine.java
1	False	beeline/src/java/org/apache/hive/beeline/Commands.java
2	False	service-rpc/src/gen/thrift/gen-javabean/org/apache/hive/service/rpc/thrift/TByteColumn.java
3	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
4	False	beeline/src/main/resources/BeeLine.properties
==== HIVE-22319 ====
0	False	hcatalog/webhcat/java-client/src/main/java/org/apache/hive/hcatalog/api/repl/commands/ImportCommand.java
1	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/parser/ExpressionTree.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFUtils.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/stats/annotation/StatsRulesProcFactory.java
4	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/SerDeInfo.java
==== HIVE-22323 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/reloperators/HiveExtractDate.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/Utilities.java
2	True	ql/src/java/org/apache/hadoop/hive/ql/metadata/formatting/MetaDataFormatter.java
3	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/UnknownPartitionException.java
4	False	service/src/java/org/apache/hive/service/cli/session/SessionManager.java
==== HIVE-22328 ====
0	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/columnstats/merge/StringColumnStatsMerger.java
1	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/columnstats/aggr/LongColumnStatsAggregator.java
2	True	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/columnstats/merge/LongColumnStatsMerger.java
3	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/columnstats/merge/ColumnStatsMergerFactory.java
4	True	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/columnstats/merge/BooleanColumnStatsMerger.java
==== HIVE-22331 ====
0	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/primitive/AbstractPrimitiveObjectInspector.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/FunctionRegistry.java
2	True	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFUnixTimeStamp.java
3	False	hcatalog/core/src/main/java/org/apache/hive/hcatalog/data/DataType.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFToUnixTimeStamp.java
==== HIVE-22332 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMapRedUtils.java
1	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/WriteEventInfo.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/hooks/NoOperatorReuseCheckerHook.java
3	False	streaming/src/java/org/apache/hive/streaming/PartitionInfo.java
4	False	metastore/src/java/org/apache/hadoop/hive/metastore/HiveClientCache.java
==== HIVE-22336 ====
0	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
1	True	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/parser/ExpressionTree.java
2	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/HiveAlterHandler.java
3	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
4	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/UnknownPartitionException.java
==== HIVE-22340 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/metadata/Table.java
1	False	druid-handler/src/java/org/apache/hadoop/hive/druid/io/DruidRecordWriter.java
2	False	kafka-handler/src/java/org/apache/hadoop/hive/kafka/KafkaTableProperties.java
3	False	llap-client/src/java/org/apache/hadoop/hive/llap/registry/ServiceRegistry.java
4	False	hcatalog/webhcat/svr/pom.xml
==== HIVE-22346 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMapRedUtils.java
1	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/WriteEventInfo.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/hooks/NoOperatorReuseCheckerHook.java
3	False	streaming/src/java/org/apache/hive/streaming/PartitionInfo.java
4	False	metastore/src/java/org/apache/hadoop/hive/metastore/HiveClientCache.java
==== HIVE-22354 ====
0	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
1	False	service/src/java/org/apache/hive/service/server/HiveServer2.java
2	True	llap-client/src/java/org/apache/hadoop/hive/registry/ServiceInstance.java
3	True	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/security/DBTokenStore.java
4	False	service/src/java/org/apache/hive/service/server/HS2ActivePassiveHARegistry.java
==== HIVE-22356 ====
0	True	storage-api/src/java/org/apache/hadoop/hive/common/io/CacheTag.java
1	False	storage-api/src/java/org/apache/hadoop/hive/common/io/FileMetadataCache.java
2	False	llap-server/src/java/org/apache/hadoop/hive/llap/io/decode/OrcColumnVectorProducer.java
3	False	llap-server/src/java/org/apache/hadoop/hive/llap/io/api/impl/LlapIoImpl.java
4	False	metastore/scripts/upgrade/mssql/025-HIVE-16399.mssql.sql
==== HIVE-22359 ====
0	True	llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/AMReporter.java
1	False	llap-client/src/java/org/apache/hadoop/hive/llap/registry/ServiceRegistry.java
2	False	llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/ContainerRunnerImpl.java
3	False	llap-client/src/java/org/apache/hadoop/hive/llap/ext/LlapTaskUmbilicalExternalClient.java
4	False	llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/LlapTaskReporter.java
==== HIVE-22360 ====
0	False	hbase-handler/src/java/org/apache/hadoop/hive/hbase/HBaseLazyObjectFactory.java
1	True	serde/src/java/org/apache/hadoop/hive/serde2/MultiDelimitSerDe.java
2	True	serde/src/java/org/apache/hadoop/hive/serde2/lazybinary/LazyBinaryLong.java
3	False	serde/src/java/org/apache/hadoop/hive/serde2/lazybinary/LazyBinaryHiveDecimal.java
4	False	serde/src/java/org/apache/hadoop/hive/serde2/typeinfo/ListTypeInfo.java
==== HIVE-22367 ====
0	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/TxnType.java
1	False	service-rpc/src/gen/thrift/gen-javabean/org/apache/hive/service/rpc/thrift/TI16Value.java
2	True	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java
